value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
1.0,0.15,1,0.151,0.45,6,3,-2,"""0-1""",,,
0.487,0.25,4,0.462,0.1,7,2,0,"""1-0""",,,
0.249,0.25,9,0.488,0.563,3,1,1,"""3-2""",,,
0.243,0.5,1,0.131,0.8,3,3,-2,"""1-1""",,,
0.1,0.136,3,0.072,0.083,9,2,0,"""0-0""",,,
0.578,0.45,3,0.389,0.95,6,1,-1,"""3-2""",,,
0.036,0.417,4,0.715,0.3,5,2,0,"""1-1""",,,
0.356,0.85,3,0.661,0.071,4,1,1,"""1-0""",,,
1.0,0.214,6,0.202,0.4,1,2,0,"""0-0""",,,
0.185,0.65,2,0.661,0.1,9,3,-2,"""0-2""",,,
0.318,0.15,9,0.159,0.3,7,3,7,"""1-2""",,,
0.678,0.438,4,0.126,0.833,5,1,3,"""3-0""",,,
0.345,0.333,7,0.54,0.667,7,3,-1,"""0-1""",,,
0.291,0.5,5,0.252,0.125,2,3,-2,"""0-2""",,,
0.5,0.25,5,0.462,0.3,3,2,0,"""1-0""",,,
0.142,0.667,6,0.522,0.6,1,2,0,"""0-0""",,,
0.203,0.85,6,0.849,0.222,4,2,0,"""0-0""",,,
0.266,0.833,2,0.298,0.111,9,3,-4,"""0-4""",,,
0.301,0.45,3,0.349,0.909,9,1,2,"""3-1""",,,
0.482,0.4,7,0.158,0.5,1,3,-1,"""1-2""",,,
0.427,0.571,3,0.165,0.7,3,1,3,"""3-0""",,,
0.223,0.077,3,0.093,0.056,9,2,0,"""1-1""",,,
0.265,0.7,4,0.563,0.8,9,1,1,"""2-1""",,,
0.073,0.179,7,0.22,0.7,3,1,1,"""1-0""",,,
0.348,0.583,4,0.163,0.231,3,3,-1,"""0-1""",,,
0.518,0.85,4,0.642,0.107,1,2,0,"""0-0""",,,
0.155,0.55,2,0.633,0.45,4,2,0,"""1-1""",,,
0.301,0.45,7,0.19,1.0,3,1,2,"""2-0""",,,
0.382,0.25,6,0.218,0.278,3,2,0,"""1-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.073,0.85,6,0.139,0.167,7,2,0,"""1-1""",,,
0.042,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.291,0.65,2,0.431,0.611,9,3,-2,"""0-4""",,,
0.466,0.667,1,0.122,0.9,9,2,0,"""1-1""",,,
0.49,0.95,3,0.401,0.4,6,1,1,"""2-1""",,,
0.454,0.889,3,0.042,0.4,6,1,1,"""1-0""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""4-2""",,,
0.343,0.25,4,0.133,0.6,9,2,0,"""1-1""",,,
0.17,0.4,2,1.0,0.1,9,2,0,"""2-2""",,,
0.1,0.333,3,0.489,0.65,1,1,2,"""3-1""",,,
0.42,0.333,3,0.466,0.75,1,2,0,"""1-1""",,,
0.108,0.3,3,0.093,0.15,6,1,1,"""2-1""",,,
0.226,0.95,1,0.072,0.8,7,1,1,"""1-0""",,,
0.211,0.833,5,0.475,0.1,9,3,-2,"""7-0""",,,
0.065,0.893,3,0.633,0.056,1,2,0,"""0-0""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.882,0.889,4,0.208,0.4,3,1,3,"""0-2""",,,
0.243,0.778,4,0.398,0.7,1,1,2,"""4-2""",,,
0.485,0.167,1,0.179,0.167,4,2,0,"""2-2""",,,
0.731,0.3,7,0.229,0.438,3,1,2,"""2-0""",,,
0.382,0.778,4,0.788,0.3,4,2,0,"""1-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.156,0.95,1,0.203,0.15,4,1,1,"""3-2""",,,
0.359,0.15,6,0.752,0.15,7,2,0,"""1-1""",,,
0.278,0.6,6,0.278,0.688,5,1,3,"""3-0""",,,
0.092,0.15,4,0.084,0.167,0,1,7,"""4-2""",,,
0.292,0.722,4,0.165,0.45,4,1,-2,"""3-2""",,,
0.098,1.0,6,0.111,0.6,1,2,0,"""1-1""",,,
0.208,0.667,6,0.675,0.9,1,2,0,"""1-1""",,,
0.156,0.75,1,0.19,0.75,1,3,-1,"""1-1""",,,
0.555,0.9,1,1.0,0.409,3,1,3,"""1-1""",,,
0.356,0.8,3,0.68,0.5,0,2,0,"""1-1""",,,
0.418,0.25,4,0.908,0.286,7,3,-2,"""0-2""",,,
0.356,0.8,6,0.475,0.409,3,2,0,"""1-1""",,,
0.042,0.15,7,0.489,0.95,3,1,2,"""3-1""",,,
0.5,0.65,4,0.398,0.688,5,3,3,"""3-0""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.272,0.833,0,1.0,0.333,5,2,0,"""1-1""",,,
0.551,0.462,2,0.505,0.6,3,3,-1,"""2-3""",,,
0.518,0.75,6,0.501,0.5,4,1,1,"""1-0""",,,
0.465,0.722,0,0.104,0.944,3,1,2,"""2-0""",,,
0.243,0.85,1,0.344,0.778,4,3,-2,"""1-3""",,,
0.341,0.667,4,0.122,0.722,4,3,-2,"""1-3""",,,
0.265,0.7,2,0.282,0.05,9,1,1,"""1-0""",,,
0.054,0.25,4,0.77,0.357,7,3,5,"""4-0""",,,
0.123,0.95,3,0.043,0.45,4,2,0,"""0-0""",,,
0.518,0.25,1,1.0,0.5,6,1,1,"""1-0""",,,
1.0,0.889,3,0.431,0.107,9,1,1,"""2-2""",,,
0.807,0.65,6,0.051,1.0,1,1,2,"""2-1""",,,
0.961,0.05,4,0.059,0.5,3,1,7,"""2-1""",,,
0.5,0.25,3,0.132,0.708,3,1,1,"""3-2""",,,
0.42,0.5,4,0.139,0.889,2,2,0,"""1-1""",,,
0.427,0.889,6,0.084,1.0,6,1,1,"""2-1""",,,
0.235,0.056,6,0.962,1.0,1,3,3,"""0-1""",,,
0.266,0.65,2,0.661,0.1,9,3,-4,"""0-2""",,,
0.983,0.05,9,0.059,0.667,7,1,5,"""5-0""",,,
0.412,0.9,2,0.123,0.722,7,2,0,"""1-1""",,,
0.678,0.65,2,0.389,0.6,1,3,3,"""7-0""",,,
0.551,0.75,0,1.0,0.1,9,3,1,"""1-0""",,,
0.184,0.708,4,0.252,0.2,7,3,-1,"""1-1""",,,
0.035,0.5,5,0.252,0.25,2,3,-2,"""0-2""",,,
0.518,0.6,4,0.051,0.05,2,1,1,"""1-0""",,,
0.5,0.1,9,0.496,0.5,3,1,2,"""2-4""",,,
0.518,0.615,4,0.114,0.15,3,1,1,"""1-0""",,,
0.356,0.563,7,1.0,0.313,6,3,-4,"""1-4""",,,
0.067,0.611,1,0.072,0.1,9,3,-4,"""0-1""",,,
0.473,0.667,3,0.431,0.6,1,3,-1,"""0-1""",,,
0.54,0.45,7,0.158,0.357,7,3,-1,"""1-2""",,,
0.291,0.3,6,0.07,0.95,6,3,-1,"""0-1""",,,
0.086,0.227,3,0.219,0.556,9,1,1,"""2-1""",,,
1.0,0.444,6,0.108,1.0,1,1,2,"""2-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.156,0.167,0,0.111,0.75,2,2,0,"""1-1""",,,
0.336,0.5,2,0.064,0.3,4,2,0,"""1-1""",,,
0.545,0.3,3,0.203,0.464,2,1,1,"""2-1""",,,
0.807,0.85,6,0.219,0.875,1,1,1,"""2-1""",,,
0.44,0.45,3,0.069,0.357,9,3,-1,"""0-1""",,,
0.466,1.0,6,0.795,0.222,6,3,-1,"""0-1""",,,
0.086,0.15,6,0.084,0.95,6,1,2,"""4-2""",,,
0.045,0.056,4,0.406,0.667,7,1,1,"""1-2""",,,
0.5,0.75,6,0.398,1.0,6,1,1,"""2-1""",,,
0.83,1.0,3,0.28,0.35,9,2,0,"""3-3""",,,
0.402,0.944,4,0.406,0.75,6,3,-1,"""0-1""",,,
0.042,1.0,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.661,0.45,5,0.072,0.1,9,1,-2,"""2-0""",,,
0.444,0.611,4,0.179,0.1,6,3,-2,"""0-1""",,,
0.345,0.05,9,0.042,0.688,6,3,4,"""4-1""",,,
0.574,0.75,2,0.084,0.1,9,1,1,"""1-0""",,,
0.359,0.4,2,1.0,0.1,9,3,-1,"""0-1""",,,
0.381,0.85,3,0.218,0.6,3,2,0,"""1-1""",,,
0.1,0.591,2,0.11,0.909,0,1,2,"""2-0""",,,
0.418,0.944,6,0.366,1.0,1,2,0,"""1-1""",,,
0.612,0.167,3,0.214,0.6,0,1,1,"""0-2""",,,
0.499,0.6,3,0.044,1.0,1,1,3,"""3-0""",,,
0.348,0.5,1,0.522,0.455,2,3,-2,"""0-2""",,,
0.345,0.5,2,0.093,0.5,9,2,1,"""2-2""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-2""",,,
0.597,0.571,1,0.22,0.556,6,1,3,"""4-2""",,,
0.203,0.375,1,0.122,0.6,7,2,1,"""3-2""",,,
0.473,0.4,3,0.097,0.8,6,3,-1,"""0-1""",,,
0.772,0.688,6,0.069,0.136,6,3,-1,"""0-1""",,,
0.229,0.25,1,0.6,0.1,9,1,0,"""1-0""",,,
0.54,0.333,0,0.752,0.45,1,2,0,"""4-1""",,,
0.042,0.417,0,1.0,0.111,6,3,-3,"""0-3""",,,
0.133,0.75,1,0.235,0.455,3,1,2,"""1-3""",,,
0.473,0.85,3,0.412,0.6,6,3,-1,"""0-2""",,,
0.34,0.6,4,0.284,0.4,2,1,1,"""4-1""",,,
0.578,0.45,4,0.505,0.5,6,3,1,"""2-0""",,,
0.235,0.375,5,0.033,0.45,4,2,0,"""1-1""",,,
0.343,0.55,4,0.133,0.6,5,2,0,"""1-1""",,,
0.44,0.462,3,0.158,0.5,9,3,-1,"""0-1""",,,
0.83,0.75,3,0.402,1.0,4,2,0,"""1-1""",,,
0.036,1.0,3,0.343,0.15,1,2,0,"""1-1""",,,
0.11,0.722,6,0.406,0.5,3,1,2,"""3-1""",,,
0.321,0.722,4,0.22,0.833,5,1,3,"""3-0""",,,
0.173,0.2,4,0.123,0.7,1,2,0,"""1-1""",,,
0.067,0.833,0,1.0,0.111,9,3,-4,"""1-4""",,,
0.743,0.9,2,1.0,0.6,9,2,0,"""1-1""",,,
0.597,0.889,3,0.563,0.556,4,1,1,"""2-1""",,,
0.356,0.25,4,0.205,0.5,9,2,0,"""1-1""",,,
0.265,0.25,4,0.388,0.889,1,2,0,"""0-0""",,,
0.381,0.556,7,0.269,0.667,4,1,1,"""1-2""",,,
1.0,0.944,6,0.565,0.889,1,2,0,"""1-1""",,,
0.065,0.889,3,0.203,0.444,2,1,1,"""2-1""",,,
0.578,0.563,3,0.326,0.9,6,3,-1,"""0-1""",,,
0.362,0.722,6,0.075,0.556,6,1,1,"""2-1""",,,
0.325,0.167,6,0.271,0.1,6,3,2,"""4-2""",,,
0.158,0.75,4,0.343,0.6,1,2,0,"""0-1""",,,
0.341,0.5,3,0.558,0.125,6,3,-2,"""0-2""",,,
0.961,0.05,9,0.286,0.3,7,3,-1,"""1-2""",,,
0.336,0.85,3,0.28,0.75,2,2,0,"""1-1""",,,
0.336,0.393,5,0.466,0.333,3,2,0,"""1-1""",,,
0.609,0.438,4,0.044,0.688,5,1,3,"""3-0""",,,
0.42,0.893,3,0.612,0.889,1,2,0,"""1-1""",,,
0.54,0.063,4,0.565,0.6,6,1,1,"""1-0""",,,
0.092,0.65,4,0.488,0.25,3,1,1,"""3-1""",,,
0.042,0.45,6,0.094,0.292,6,3,-1,"""0-1""",,,
0.482,0.4,6,0.366,0.4,6,1,3,"""1-1""",,,
0.466,0.429,4,0.236,0.167,6,3,-1,"""1-2""",,,
0.318,0.15,6,0.235,0.875,1,1,-1,"""1-2""",,,
0.208,0.25,7,0.132,0.15,3,1,2,"""3-1""",,,
0.262,1.0,1,0.77,0.2,1,2,0,"""0-0""",,,
0.465,0.85,4,0.731,0.056,9,2,0,"""0-0""",,,
0.291,0.85,2,0.282,0.45,4,3,-2,"""0-1""",,,
0.402,0.45,4,0.97,0.1,0,1,2,"""0-1""",,,
0.301,0.45,7,0.207,0.95,3,1,2,"""2-0""",,,
0.237,0.45,6,0.203,0.292,6,3,2,"""0-1""",,,
0.857,0.8,4,0.072,0.75,9,2,0,"""1-1""",,,
0.266,0.833,2,0.229,0.389,9,3,-4,"""0-4""",,,
0.185,0.65,2,0.409,0.25,9,1,-2,"""0-2""",,,
0.17,0.55,4,0.466,1.0,9,2,0,"""1-1""",,,
0.108,0.8,4,0.211,0.1,4,1,1,"""3-0""",,,
0.203,0.563,1,0.387,0.889,3,2,0,"""1-1""",,,
0.055,0.1,4,0.158,1.0,6,1,3,"""0-1""",,,
0.555,0.333,6,0.387,0.292,1,3,4,"""2-6""",,,
0.067,0.833,0,1.0,0.111,9,3,-4,"""1-4""",,,
0.527,0.188,1,0.398,0.9,1,2,0,"""1-1""",,,
0.203,0.55,6,0.921,0.679,6,2,0,"""0-0""",,,
0.273,0.95,4,0.072,0.364,4,3,0,"""1-1""",,,
0.158,0.167,1,0.093,0.1,9,1,1,"""2-1""",,,
0.382,0.75,6,0.284,0.833,1,2,0,"""2-2""",,,
0.772,0.4,3,0.094,0.5,1,3,-1,"""0-1""",,,
0.084,0.313,3,0.248,0.188,1,1,2,"""2-0""",,,
0.739,0.65,2,1.0,0.389,6,3,-4,"""0-1""",,,
0.321,0.65,6,0.033,0.875,4,1,3,"""3-0""",,,
0.052,0.688,4,0.462,0.333,6,3,1,"""0-1""",,,
0.272,0.5,4,0.042,0.15,6,2,1,"""4-2""",,,
0.961,0.05,9,0.06,0.667,7,1,7,"""4-2""",,,
0.454,1.0,0,0.064,0.75,1,2,0,"""1-1""",,,
0.348,0.375,1,0.279,0.8,4,3,-2,"""1-3""",,,
0.342,0.722,3,0.412,0.95,9,1,1,"""1-0""",,,
0.272,0.889,1,0.235,0.15,7,1,1,"""2-1""",,,
0.807,0.889,4,0.097,0.667,1,1,1,"""2-1""",,,
0.545,0.5,6,0.249,0.6,6,1,1,"""2-1""",,,
0.612,0.35,5,0.788,0.25,3,3,-2,"""1-3""",,,
0.084,0.15,6,0.072,0.6,6,3,-1,"""1-2""",,,
0.502,0.85,4,0.284,0.45,7,2,0,"""2-2""",,,
0.066,0.85,6,0.343,0.6,1,2,0,"""1-1""",,,
0.073,0.778,4,0.223,0.286,7,2,0,"""1-1""",,,
0.597,0.222,3,0.248,0.444,4,1,1,"""2-1""",,,
0.235,0.778,4,0.752,0.35,1,2,0,"""1-1""",,,
0.203,0.85,7,0.849,0.438,4,2,0,"""0-1""",,,
0.272,0.75,5,0.165,0.5,4,1,-2,"""1-2""",,,
0.55,0.611,3,0.298,0.1,9,3,-2,"""2-3""",,,
0.142,0.4,4,0.272,0.679,7,2,0,"""1-1""",,,
0.203,1.0,5,0.343,0.3,6,2,0,"""0-0""",,,
0.42,0.85,2,1.0,0.889,4,2,0,"""1-1""",,,
0.109,0.833,2,0.298,0.111,9,3,-4,"""0-4""",,,
0.518,0.25,4,0.462,0.3,7,1,1,"""1-0""",,,
0.109,0.375,4,1.0,0.1,6,3,-1,"""0-1""",,,
0.508,0.167,3,0.223,0.679,7,3,-1,"""2-1""",,,
0.199,0.35,5,0.132,0.55,1,3,4,"""5-1""",,,
0.1,0.563,3,0.063,0.438,9,1,2,"""2-0""",,,
0.343,0.15,4,0.343,0.679,1,2,0,"""0-0""",,,
0.1,0.4,4,0.466,0.5,3,1,7,"""1-0""",,,
0.612,0.611,2,0.28,0.1,9,1,1,"""1-0""",,,
0.237,0.15,4,0.084,0.95,0,1,3,"""4-2""",,,
0.584,0.25,1,0.203,0.75,4,1,1,"""3-2""",,,
0.635,0.5,5,0.252,0.25,3,3,-2,"""0-2""",,,
0.739,0.75,4,1.0,0.5,9,1,1,"""1-0""",,,
0.431,1.0,0,0.522,0.8,6,2,0,"""1-1""",,,
0.06,0.722,6,0.642,0.75,1,1,1,"""2-0""",,,
0.502,0.75,1,0.402,0.2,3,2,0,"""2-2""",,,
0.304,0.889,6,0.541,0.5,6,1,1,"""2-1""",,,
0.509,0.85,6,0.076,0.9,0,2,0,"""0-0""",,,
0.356,0.85,4,1.0,0.125,9,2,0,"""2-2""",,,
0.465,0.3,3,0.501,0.8,9,1,0,"""1-1""",,,
0.499,0.056,6,0.398,1.0,1,1,3,"""3-0""",,,
0.092,0.25,5,0.076,0.15,3,1,0,"""1-1""",,,
0.162,0.393,2,0.298,0.3,9,2,0,"""2-2""",,,
0.035,0.85,2,0.092,0.9,2,2,0,"""5-0""",,,
0.084,0.222,0,0.541,0.45,1,1,1,"""2-1""",,,
0.109,0.444,4,0.715,0.4,1,3,0,"""4-2""",,,
0.487,0.077,3,0.211,0.636,2,1,1,"""2-1""",,,
0.427,0.6,4,0.295,0.667,5,1,3,"""3-0""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""4-2""",,,
0.356,0.85,4,0.17,0.45,3,2,0,"""1-1""",,,
0.596,0.65,4,0.206,0.5,9,1,1,"""1-0""",,,
0.13,0.25,1,0.207,0.85,7,1,1,"""1-0""",,,
0.597,0.85,0,0.219,0.5,6,1,1,"""1-5""",,,
0.133,0.45,2,0.12,0.909,0,1,2,"""3-1""",,,
0.643,0.417,0,1.0,0.75,9,2,0,"""1-1""",,,
0.223,0.667,6,0.402,0.5,9,2,0,"""2-2""",,,
0.265,0.75,3,0.207,0.5,2,1,1,"""1-0""",,,
0.5,0.6,4,0.487,0.909,9,1,-2,"""5-1""",,,
0.731,0.35,4,0.229,0.25,9,3,2,"""0-2""",,,
0.235,0.15,7,0.084,0.429,9,3,-1,"""0-1""",,,
0.156,0.45,5,0.093,0.071,9,1,2,"""2-0""",,,
0.223,0.167,1,0.389,0.7,9,2,0,"""0-0""",,,
0.092,0.5,5,0.252,0.25,2,3,-2,"""0-2""",,,
0.301,0.45,7,0.12,0.95,3,1,2,"""2-0""",,,
0.304,0.05,6,0.218,0.4,6,3,-1,"""1-2""",,,
0.362,0.15,6,0.084,0.4,6,3,-1,"""1-2""",,,
0.109,0.833,2,0.298,0.611,9,3,-4,"""0-4""",,,
0.518,0.85,4,0.248,0.45,7,1,1,"""1-0""",,,
0.155,0.3,6,1.0,1.0,1,2,0,"""1-1""",,,
0.109,0.65,2,0.661,0.25,9,3,-2,"""0-2""",,,
0.482,0.85,1,0.562,0.25,9,3,-2,"""1-2""",,,
0.42,0.85,6,0.033,0.45,3,3,-1,"""5-1""",,,
0.409,0.15,0,0.498,0.6,1,2,0,"""0-0""",,,
0.098,0.15,3,0.042,0.45,1,1,-1,"""2-6""",,,
1.0,0.7,9,0.402,1.0,3,1,1,"""1-0""",,,
0.273,0.85,1,0.163,0.45,7,3,-1,"""1-2""",,,
0.223,0.95,3,0.223,0.8,1,3,-1,"""0-1""",,,
0.266,0.65,2,0.661,0.1,9,3,-4,"""0-2""",,,
0.416,0.045,4,0.094,0.5,6,3,-1,"""1-2""",,,
0.772,0.45,3,0.336,0.136,0,3,-1,"""0-1""",,,
0.345,0.227,4,0.406,0.4,6,1,1,"""1-1""",,,
0.508,0.75,0,0.093,0.1,9,1,1,"""1-0""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.102,0.85,1,0.072,0.778,3,3,-2,"""1-3""",,,
0.12,0.563,2,0.229,0.95,9,3,-1,"""0-1""",,,
0.035,0.95,5,0.788,0.125,3,3,-2,"""1-3""",,,
0.584,0.45,7,0.214,0.95,6,1,2,"""2-0""",,,
0.138,0.889,4,0.344,0.4,1,3,-1,"""1-1""",,,
0.226,0.15,6,0.093,0.611,4,3,-1,"""1-2""",,,
0.597,0.773,1,0.063,0.15,5,1,1,"""1-1""",,,
0.381,0.25,5,0.093,0.455,3,1,-2,"""2-0""",,,
0.584,0.55,9,0.295,0.7,3,2,4,"""1-1""",,,
0.156,0.625,3,0.97,0.05,7,3,1,"""1-2""",,,
0.473,0.75,6,0.094,0.222,6,2,0,"""1-1""",,,
0.462,0.591,4,0.104,0.4,3,1,2,"""3-2""",,,
0.444,0.15,6,0.535,0.95,4,3,-1,"""2-3""",,,
0.731,0.6,2,0.498,0.75,4,3,-2,"""0-1""",,,
0.882,0.667,6,0.295,0.429,1,1,3,"""3-0""",,,
0.66,0.6,4,0.219,0.875,5,1,3,"""3-0""",,,
0.518,0.2,7,0.248,0.75,2,1,1,"""1-0""",,,
0.381,0.417,6,1.0,0.167,6,3,1,"""1-0""",,,
0.772,0.4,3,0.882,0.5,0,3,-1,"""0-1""",,,
1.0,0.667,3,0.15,0.2,3,2,0,"""0-0""",,,
0.612,0.35,5,0.788,0.2,3,3,-2,"""1-3""",,,
0.06,0.75,1,0.131,0.722,9,2,2,"""3-1""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.44,0.85,6,0.642,0.083,4,3,-1,"""1-2""",,,
0.366,0.563,2,0.214,0.944,9,1,2,"""2-0""",,,
0.983,0.111,9,0.1,0.667,7,1,5,"""5-0""",,,
0.739,1.0,3,0.19,0.188,0,1,2,"""2-0""",,,
0.301,0.45,3,0.225,0.909,3,1,2,"""2-0""",,,
0.418,0.889,6,0.875,0.455,6,3,-1,"""2-1""",,,
0.555,0.722,4,0.06,0.464,3,1,3,"""3-0""",,,
0.431,0.55,4,0.235,0.722,3,1,0,"""3-2""",,,
0.44,0.05,9,0.269,0.667,7,3,-1,"""1-2""",,,
0.138,0.15,9,0.126,0.7,3,1,2,"""4-1""",,,
0.882,0.85,3,0.094,0.45,9,1,1,"""1-0""",,,
0.49,0.333,4,0.875,0.1,2,3,1,"""0-2""",,,
0.098,0.667,6,0.202,0.4,1,2,0,"""0-0""",,,
0.204,0.3,0,1.0,0.3,7,2,0,"""2-3""",,,
0.772,0.045,3,0.431,0.231,1,3,-1,"""0-1""",,,
0.184,0.417,0,0.786,0.042,6,3,-3,"""0-3""",,,
0.499,0.75,4,0.882,0.75,7,1,-1,"""2-4""",,,
0.612,0.611,5,0.163,0.1,3,3,-2,"""1-3""",,,
0.551,0.95,4,0.133,0.65,0,2,0,"""1-1""",,,
0.278,0.45,6,0.795,0.95,1,3,-1,"""0-1""",,,
0.882,0.438,6,0.044,0.688,1,1,3,"""3-0""",,,
0.123,0.85,4,0.877,0.45,3,2,0,"""1-1""",,,
0.038,0.889,5,0.123,0.556,7,1,1,"""1-0""",,,
0.743,0.8,2,0.795,0.611,7,3,-2,"""3-3",,,
0.098,0.25,1,0.133,0.45,4,2,0,"""1-1""",,,
0.065,0.35,6,0.675,0.7,3,3,-2,"""2-0""",,,
1.0,0.7,3,0.06,0.5,1,3,-1,"""0-1""",,,
0.643,0.583,0,0.043,0.125,1,2,0,"""0-0""",,,
1.0,0.179,7,0.203,0.556,9,1,1,"""2-1""",,,
0.068,0.333,2,0.205,0.111,9,2,0,"""1-1""",,,
1.0,0.35,4,0.1,0.5,3,2,4,"""1-1""",,,
0.807,0.45,7,0.489,0.95,6,3,2,"""2-0""",,,
0.508,0.944,7,0.213,0.85,3,3,-1,"""1-2""",,,
0.466,0.15,6,0.094,0.4,6,3,-1,"""0-1""",,,
0.06,0.438,3,0.123,0.85,3,1,1,"""2-1""",,,
0.237,0.15,6,0.084,0.95,6,1,2,"""4-2""",,,
0.509,0.8,1,0.122,0.35,9,2,0,"""1-1""",,,
0.382,0.909,7,0.788,0.35,7,2,0,"""2-2""",,,
0.32,0.889,6,0.254,0.071,2,1,2,"""2-1""",,,
0.226,0.136,6,0.391,0.444,7,1,1,"""2-1""",,,
0.156,0.75,3,0.498,0.5,7,1,1,"""1-0""",,,
0.099,0.833,7,1.0,0.111,9,3,2,"""3-1""",,,
0.066,0.05,4,0.544,0.75,3,3,-1,"""1-2""",,,
0.1,0.333,3,0.397,0.95,3,1,2,"""2-0""",,,
0.44,0.6,9,0.549,0.083,3,3,-2,"""0-2""",,,
0.1,0.6,6,0.165,0.6,3,1,3,"""3-0""",,,
0.1,0.85,3,0.072,0.45,4,1,0,"""1-1""",,,
0.55,0.15,6,0.229,0.455,3,3,-3,"""0-1""",,,
0.092,0.15,6,0.219,0.071,4,1,1,"""2-1""",,,
0.155,0.95,3,0.908,0.1,1,1,3,"""3-0""",,,
0.478,0.125,3,0.385,0.5,3,1,2,"""0-2""",,,
0.185,0.65,2,0.661,0.1,9,3,-2,"""0-2""",,,
0.123,0.607,4,0.266,0.688,3,3,-2,"""1-2""",,,
0.226,0.7,6,0.412,0.444,9,1,1,"""2-1""",,,
0.551,0.6,4,0.409,0.75,4,1,1,"""1-0""",,,
0.612,0.9,4,0.344,0.85,1,3,-2,"""1-3""",,,
0.278,0.25,7,0.219,0.15,3,1,1,"""1-0""",,,
0.12,0.462,4,0.853,0.111,1,3,-1,"""0-1""",,,
0.098,0.15,6,0.266,0.6,1,2,0,"""0-0""",,,
1.0,0.75,5,0.207,0.5,3,1,4,"""3-2""",,,
0.262,0.278,2,0.387,0.188,3,1,2,"""2-0""",,,
0.123,0.2,0,1.0,0.25,2,3,-2,"""0-2""",,,
0.08,0.625,2,0.6,0.75,1,2,0,"""1-1""",,,
0.109,0.65,2,0.661,0.125,9,3,-2,"""0-2""",,,
0.336,0.75,2,0.07,0.45,9,3,0,"""1-1""",,,
0.292,0.2,7,0.633,0.5,9,2,0,"""1-1""",,,
0.478,0.45,4,0.807,0.95,6,1,2,"""4-2""",,,
0.237,0.556,3,0.066,0.8,6,1,1,"""1-0""",,,
0.042,0.909,4,0.661,0.167,2,3,-2,"""7-0""",,,
1.0,0.1,2,0.343,0.75,1,2,0,"""1-1""",,,
0.34,0.85,4,0.921,0.8,9,3,-2,"""1-2""",,,
0.045,0.375,9,0.431,0.292,1,3,-1,"""0-1""",,,
0.363,0.25,3,1.0,0.5,9,2,0,"""1-1""",,,
1.0,0.1,4,0.254,0.278,3,1,-1,"""1-1""",,,
0.363,0.333,4,0.703,0.95,0,1,2,"""2-0""",,,
0.473,0.1,4,0.366,0.889,1,2,0,"""1-1""",,,
0.343,1.0,3,0.398,1.0,3,1,2,"""2-0""",,,
0.359,0.9,3,0.072,1.0,1,1,0,"""1-1""",,,
0.5,0.9,4,0.219,0.5,2,1,1,"""1-0""",,,
0.13,0.65,0,0.661,0.25,9,3,-4,"""0-2""",,,
0.42,0.889,3,0.343,0.55,4,2,0,"""2-1""",,,
0.578,0.6,4,0.126,0.833,5,1,3,"""3-0""",,,
0.318,0.688,2,0.573,0.591,7,3,-1,"""1-2""",,,
0.42,0.182,9,0.68,0.889,3,2,0,"""1-1""",,,
0.382,0.9,6,0.366,0.75,5,2,0,"""1-1""",,,
0.321,0.333,6,0.044,0.833,5,1,3,"""3-0""",,,
0.478,0.45,3,0.385,0.7,3,1,2,"""3-1""",,,
0.067,0.833,2,0.298,0.611,9,3,-4,"""0-4""",,,
0.173,0.636,2,0.558,0.8,2,3,-2,"""0-2""",,,
0.123,0.045,5,0.072,0.75,6,3,-1,"""2-3""",,,
0.555,0.3,3,0.051,0.5,3,1,3,"""3-0""",,,
0.346,0.45,7,0.882,0.6,6,3,-1,"""0-1""",,,
0.272,0.25,1,0.072,0.438,1,1,1,"""1-0""",,,
0.5,0.85,2,0.111,0.75,9,2,0,"""2-2""",,,
0.266,1.0,4,0.202,0.1,3,3,-1,"""0-1""",,,
0.612,0.85,4,0.788,0.231,3,3,-2,"""1-3""",,,
0.499,0.056,6,0.366,0.8,1,2,3,"""4-1""",,,
0.272,0.2,1,0.962,0.8,2,1,1,"""2-1""",,,
0.612,0.35,5,0.496,0.455,3,3,-2,"""1-3""",,,
0.109,0.833,2,0.229,0.111,9,3,-4,"""0-4""",,,
0.341,0.625,4,0.043,0.6,3,1,-2,"""7-0""",,,
0.584,0.333,7,0.254,0.95,0,1,2,"""2-0""",,,
0.237,0.15,6,0.084,0.95,0,1,2,"""4-2""",,,
